cnumber,"chinese name","english name","login name",password,status
620,研華證券,Gutkowski-Schulist,SBC-XcpBNB,SBChUAH7r,0
621,豐華百貨,"Kautzer PLC",SBC-l9A4DW,SBCGC8MpO,0
622,華碩汽車,"Thompson, Bechtelar and Kuphal",SBC-aDStbb,SBCN8GJC1,0
623,乾坤有限公司,"Gottlieb, Volkman and Cremin",SBC-8u8rC0,SBCuFHa7C,0
624,風雲電子,"Goyette, Gulgowski and Heidenreich",SBC-1scZXm,SBCoy08FW,1
625,統一企業有限公司,Rippin-Beatty,SBC-R3aQXy,SBCBViJnp,0
626,太陽動力股份有限公司,Hessel-Gerhold,SBC-bQrK4F,SBCXH1e5F,1
627,豐華娛樂,"Pouros Inc",SBC-KRhYbh,SBC8vr7pE,0
628,種子音樂公司,"Lynch, Haley and Moen",SBC-eKxDdi,SBCB10xFu,0
629,統一百貨,"Nikolaus Group",SBC-RFVo1F,SBC1Pqtu9,0
630,正新汽車有限公司,"Reilly, Bergnaum and Herman",SBC-Jpcdhq,SBC1dgCsq,0
631,海蝶電腦,"Torp, Herzog and Cruickshank",SBC-c9qBzu,SBCmWFLJm,1
632,宏達酒店公司,Langosh-Lindgren,SBC-BOa3sT,SBCMMKRPg,0
633,當然股份有限公司,Klocko-Berge,SBC-bC2AcH,SBC5RRnMG,0
634,華碩電子公司,"Lakin LLC",SBC-xyKq0v,SBCqg1gP0,0
635,光譜公司,"Gleason Inc",SBC-zJ6Fxd,SBCmJ159Q,0
636,華特娛樂,Terry-Eichmann,SBC-y79owr,SBCw9jCxR,1
637,華研唱片股份有限公司,"Langworth, Price and Upton",SBC-Gklb6C,SBCG3J4Yj,0
638,遊戲橘子數位,Morissette-Deckow,SBC-lGwCAj,SBCFNuY5J,1
639,宏達唱片股份有限公司,Dicki-Ankunding,SBC-TfDQRn,SBCSIbY4n,1
640,小白兔股份有限公司,Veum-Jast,SBC-6V9sWh,SBCuuwxmE,0
641,趨勢工業,"Ferry, Zboncak and Jast",SBC-hpQyXo,SBCRvFcdu,0
642,創見股份有限公司,"Stiedemann, Bradtke and Purdy",SBC-n8f8X5,SBCYbYvrE,0
643,王品電腦,"Weissnat, Towne and Stamm",SBC-Dqtr44,SBC5sqBWy,0
644,擎天音樂,"Watsica PLC",SBC-SS21Ui,SBCNvWhEB,0
645,多利安證券,"Yost Ltd",SBC-9kAhYR,SBCuuQIWR,0
646,華義國際股份有限公司,"Baumbach, Turcotte and Stokes",SBC-nPBPma,SBCcwEjT6,0
647,多利安集團公司,"Torphy, Buckridge and Bechtelar",SBC-pYFoVm,SBCKi7rVV,1
648,台達數位,"Littel Group",SBC-gu4X5N,SBCXlroWS,0
649,豪客音樂公司,Kuhic-Herman,SBC-FyxQdn,SBCntI4RY,0
650,趨勢科技有限公司,"Heathcote, Dare and Torp",SBC-FZCtsw,SBCaxdtPN,0
651,合勤機械,Turcotte-Brown,SBC-mM2dc0,SBCs0cPnW,1
652,喬山百貨公司,Barrows-Doyle,SBC-SpWjoC,SBC0vYa2d,1
653,滾石音樂公司,"Kshlerin, Mraz and Wisozk",SBC-vttP1K,SBCjAzss2,0
654,種子電腦,"Lowe Ltd",SBC-E4cBc8,SBCnPLAda,1
655,相信機械,"Baumbach Group",SBC-1wy1Vm,SBCr3SpMi,1
656,喜瑪拉雅證券,"Considine, Ledner and Dicki",SBC-d4gVOP,SBCRNCfcQ,0
657,新亞洲文化有限公司,"Stamm LLC",SBC-TvvOSS,SBCi0hTw1,0
658,風和日麗機械有限公司,"Mueller Group",SBC-EVkFJd,SBCqq3Y4v,0
659,貴族股份有限公司,"Barrows Group",SBC-jGMigg,SBC3lF5hr,0
660,睛水工業股份有限公司,"Flatley PLC",SBC-srp0R1,SBCkhayRD,0
661,凱基證券公司,"Heathcote, Ziemann and McGlynn",SBC-l8p4qU,SBCFdkVap,0
662,豐華工業有限公司,"Rogahn, Sawayn and Vandervort",SBC-H3tHNK,SBCDaJdlB,1
663,豪記唱片公司,Padberg-Runolfsson,SBC-JBtl5U,SBCEeDa1J,1
664,華義股份有限公司,"Mohr, Rau and Borer",SBC-RMkKCL,SBCPQxIDe,1
665,遊戲橘子證券,Predovic-Stark,SBC-scRmXf,SBCUxXtvd,0
666,豪客股份有限公司,"Stoltenberg, Ernser and Mayert",SBC-v6zYnz,SBC2kW4BE,0
667,阿爾發有限公司,"Koch Ltd",SBC-4zNpEG,SBCpZIQsa,1
668,亞神科技有限公司,"Aufderhar Inc",SBC-UQXe5l,SBC9RWutw,0
669,大宇百貨,"Pagac, Wiza and Bosco",SBC-NcjprS,SBC7Y4mD7,0
670,風和日麗唱片股份有限公司,Reinger-Kunze,SBC-oEK0Ki,SBCci6ibe,0
671,美利達電腦,"Bauch, Bernier and Rodriguez",SBC-WyJSnH,SBCgnnk1H,1
672,睛水有限公司,"Wilderman, Stamm and Rempel",SBC-bRplYS,SBCRG7cpv,0
673,旺旺音樂公司,King-Zemlak,SBC-Jpi5TO,SBCDdm5wo,1
674,前衛花園集團有限公司,DuBuque-Kutch,SBC-MKXVw7,SBCc0Nes3,0
675,芮河文化,"Jones Inc",SBC-PzTb0g,SBCUQth6w,1
676,小白兔數位,"Brakus, Leannon and Prohaska",SBC-6xz8hU,SBCoffmHp,1
677,睛水工業有限公司,Beatty-Romaguera,SBC-KDIy3Q,SBCmOeOwG,0
678,大國有限公司,"Heidenreich, Simonis and Kuhic",SBC-STn4p0,SBCjMwBzM,0
679,未來酒店公司,"Hansen, Gislason and Kutch",SBC-k96sFP,SBCzpKLKH,0
680,宏達股份有限公司,"Haley, Gorczany and Kertzmann",SBC-HTpc5x,SBCxNpL34,0
681,豪客機械有限公司,"Torphy, Hilpert and Willms",SBC-BNkEdD,SBCZkyG9T,1
682,喬山數位公司,Strosin-McCullough,SBC-Sekx4J,SBCSxcHR1,1
683,豐華娛樂有限公司,"Raynor, Torphy and Friesen",SBC-RU29HA,SBCsFJ4Tv,0
684,新亞洲有限公司,"Keebler, Kuhn and Jenkins",SBC-kY3gZz,SBC0tmg5Z,0
685,風和日麗數位有限公司,"Kunde, Zieme and Schneider",SBC-D3jhQt,SBCaZs0rt,0
686,喜瑪拉雅企業股份有限公司,"Mosciski, Howell and Buckridge",SBC-2e4HMM,SBCo6okv0,0
687,趨勢文化股份有限公司,Oberbrunner-Smitham,SBC-6faPlD,SBC2mS5J3,0
688,美樂帝機械股份有限公司,"Ernser, Batz and Windler",SBC-xupel7,SBCmAFtGR,0
689,滾石汽車,"Stokes, Murray and Mayert",SBC-85TwPM,SBCOF83Uy,0
690,擎天機械,"Lueilwitz Ltd",SBC-iWEwSn,SBCToDMeE,1
691,凱基唱片,"Boehm, Muller and Lehner",SBC-EjvxO7,SBC89VqU6,0
692,創見有限公司,Sipes-Hammes,SBC-LKR5QV,SBCajSDbj,0
693,美妙股份有限公司,"Reichert Inc",SBC-FPYD0m,SBCR6cUaG,1
694,金革股份有限公司,"Toy, Goldner and McLaughlin",SBC-0LzZzG,SBCTQr6Wc,0
695,統一科技,Rutherford-Lueilwitz,SBC-zXBeYU,SBCXxY29R,1
696,智冠證券有限公司,"Schoen and Sons",SBC-J7qUDh,SBCZf2dlR,0
697,弘煜股份有限公司,"Harvey LLC",SBC-Plptow,SBCRNXHrb,1
698,松崗股份有限公司,Russel-Gerhold,SBC-lZgkZ2,SBCqdTRYN,0
699,海蝶工業,"Weissnat, Blick and O'Keefe",SBC-PCPwJS,SBCZ8xzpg,1
700,茂為公司,"Terry, Moore and Schuster",SBC-i9MSCb,SBC7VZDv5,0
701,研華酒店公司,"Schimmel, Murray and Cartwright",SBC-E2ZyvQ,SBC7ke83n,0
702,滾石數位有限公司,"Ortiz Group",SBC-iW160d,SBCm5qmZZ,1
703,太陽集團股份有限公司,"Thompson, Jacobi and Moore",SBC-Pnj0T9,SBCvbNVye,0
704,合勤科技有限公司,Reichel-Weissnat,SBC-lfGJIZ,SBCPOZUWe,0
705,美利達音樂,"Dicki and Sons",SBC-g1xaFW,SBClRqlXZ,0
706,前衛花園唱片有限公司,"Morissette, Langworth and Konopelski",SBC-rlOLHm,SBC8Ce0Rm,0
707,趨勢酒店,"Jones, Brekke and Schoen",SBC-sSTyOo,SBCj8XgaQ,0
708,華碩百貨,"Goldner, Stiedemann and Lebsack",SBC-qRY9g8,SBCIKZ2pe,0
709,豐華股份有限公司,"Fahey and Sons",SBC-yecnwt,SBC9sXuHl,0
710,合勤工業公司,"Schultz PLC",SBC-3Zwh8y,SBChSSBpv,0
711,聯強百貨股份有限公司,"Spencer, Sporer and Zieme",SBC-XSWbp8,SBChbHA9H,0
712,宏碁國際,"Bartoletti Ltd",SBC-vRD0qW,SBC3TwqxT,0
713,華碩工業有限公司,"Schinner Ltd",SBC-maBFpz,SBCCZ0PFv,0
714,光譜汽車,"Bayer, Wolff and Mueller",SBC-KZPTkK,SBCUliESA,0
715,華特文化股份有限公司,"Glover, Bradtke and Bernier",SBC-bK3yXR,SBCyJDvkC,0
716,大宇百貨,Schiller-Kilback,SBC-HjmZk8,SBCeiecuF,0
717,米樂士科技,Collins-Koch,SBC-LlkkNA,SBCuGKUeM,0
718,遊戲橘子數位公司,"Runolfsson Group",SBC-kXCtGV,SBCukqDgf,0
719,紅心辣椒數位,Hoppe-Jakubowski,SBC-9pB7Zh,SBCuqTzQN,0
720,宏碁證券有限公司,Fritsch-O'Hara,SBC-Nrn4Gr,SBCqAueRx,0
721,大國股份有限公司,"Rolfson Group",SBC-7FeHU2,SBCwJJIE1,0
722,新亞洲科技股份有限公司,"Douglas, Hermann and DuBuque",SBC-5fBdlt,SBC2wwrey,0
723,遊戲橘子數位公司,Wuckert-Greenholt,SBC-MZhwTU,SBCCp42fc,1
724,當然國際公司,"Cassin LLC",SBC-BtUkej,SBC4BfUCF,0
725,紅心辣椒酒店公司,Cassin-Predovic,SBC-hyOSA1,SBCe66Xiy,0
726,種子唱片,Ankunding-Braun,SBC-In3JTd,SBClZQh6Y,0
727,風潮數位,Hand-Beatty,SBC-oeN0GN,SBCFzfxMD,0
728,角頭有限公司,"Haag PLC",SBC-XxDSJY,SBCy951fX,0
729,添翼創越機械有限公司,"McClure Group",SBC-XsKs9x,SBCdv68b3,0
730,睛水公司,"Grant, Marquardt and Braun",SBC-acDgKj,SBCMmruos,0
731,旺旺股份有限公司,Baumbach-Mueller,SBC-0ccz52,SBCuyWj3B,0
732,華義國際,"Keeling, Koelpin and Bins",SBC-8MKZcw,SBCpwEWxb,0
733,華特股份有限公司,Boyer-Reynolds,SBC-ZXQwQj,SBCppaATY,0
734,風潮汽車,Pacocha-Goyette,SBC-t3Olts,SBCn6Zn0u,0
735,福茂工業股份有限公司,"Botsford PLC",SBC-bnqFd8,SBCUfGDFe,0
736,海蝶音樂公司,Gottlieb-Russel,SBC-vi3hwt,SBC3oSl8O,1
737,智冠公司,"Terry, Walter and Nolan",SBC-JhUXpV,SBCTatzbv,0
738,野火樂集股份有限公司,"Ebert Ltd",SBC-ZOk4vO,SBCG18jH6,0
739,風和日麗科技公司,"Pacocha Ltd",SBC-3g0dm0,SBC9XWW0K,0
740,滾石國際公司,"Connelly PLC",SBC-0XU5cc,SBCFsq2yt,0
741,研華企業股份有限公司,"Reichel, Stehr and Hammes",SBC-0k990K,SBCw2v1Uw,0
742,角頭文化有限公司,Stark-Sanford,SBC-LBhZtH,SBCeWS7d6,0
743,華碩公司,Grimes-Jaskolski,SBC-M26wDV,SBCF8UJFa,0
744,華碩電腦,"Franecki, Sawayn and Lockman",SBC-xMNjKy,SBCzfk0Ej,0
745,老鷹股份有限公司,"Volkman, Goodwin and Schmitt",SBC-zhpKBF,SBCoPmsqD,0
746,喜瑪拉雅證券股份有限公司,"Kreiger, Lemke and Crona",SBC-e6tdsS,SBCayJfCJ,0
747,風雲公司,"Schneider, Bergnaum and Fay",SBC-np1TnL,SBC0cuqOh,0
748,華研電腦股份有限公司,"Luettgen Group",SBC-dN1xHa,SBCfk6NQH,0
749,相信股份有限公司,Nader-Wunsch,SBC-bCC1zi,SBCuxiTcx,0
750,凱基機械,Bednar-Koepp,SBC-T1a5zZ,SBCzsRZFH,0
751,美妙娛樂,"Reichert Group",SBC-Fs523o,SBCZc54Dw,0
752,添翼創越公司,"Rath, Feeney and Pfannerstill",SBC-P6krjG,SBCAl9Bdw,0
753,米樂士文化公司,"Legros and Sons",SBC-RZtVrY,SBCGOFDOT,0
754,典選娛樂有限公司,"Purdy Inc",SBC-VMQ5ro,SBCUmhXzo,0
755,阿爾發唱片,"Medhurst, Bergstrom and Feil",SBC-RLNGom,SBCo5Ol16,1
756,風雲文化公司,Predovic-Fisher,SBC-ZT6NQ9,SBCb4Auax,1
757,新亞洲百貨,Orn-McClure,SBC-i4rRcL,SBClTyW9M,1
758,太陽動力工業,"Quigley, Herzog and Bednar",SBC-26Gkd0,SBCzkPeIk,0
759,亞神電腦公司,"Welch and Sons",SBC-Ny14Vs,SBCitqV2p,1
760,華研公司,Boyle-Klein,SBC-4KPxw5,SBC2Bw6gh,0
761,凱基唱片,Feeney-Howe,SBC-XxLZdJ,SBCMd9dvK,1
762,光譜文化股份有限公司,"Mraz PLC",SBC-QtSttq,SBCcyKZ1f,0
763,正新證券有限公司,Dibbert-Rippin,SBC-VNRmld,SBCze4VHl,0
764,智冠文化有限公司,"Wehner Ltd",SBC-nNu8aP,SBCPuhfN6,0
765,華研汽車有限公司,"Strosin, Jacobson and Sawayn",SBC-gQSC85,SBCRreuhy,0
766,滾石電腦,"Mayert, Langworth and Howe",SBC-GNqui1,SBCUblUeP,1
767,新亞洲電子,"Connelly, Schuster and Kreiger",SBC-bcHtuv,SBC0sYoTq,0
768,豪記文化,"Franecki Inc",SBC-b7pe9o,SBCGCLOsL,0
769,正新有限公司,"Blanda, Walker and Dare",SBC-7IgP1w,SBCAVXJTZ,0
770,創見股份有限公司,"Gerhold, Stehr and Dickens",SBC-bVFiPO,SBCL7g7n5,0
771,野火樂集公司,"Ratke PLC",SBC-dURCXI,SBCtjsSfl,0
772,康師傅電子,Gerlach-Prohaska,SBC-IdTN5E,SBCuOHNIT,0
773,友訊股份有限公司,"Runolfsson, Mosciski and Hettinger",SBC-uxucSw,SBCUpI3r8,0
774,小白兔股份有限公司,"Klocko, Stroman and Cassin",SBC-BwWB6B,SBCbK4PcM,0
775,新亞洲股份有限公司,Ullrich-Kertzmann,SBC-zqSyX0,SBCimtM21,0
776,遊戲橘子音樂公司,Crona-Zieme,SBC-P8fP3B,SBCv4hE92,0
777,阿爾發文化公司,"Cummings, Abernathy and King",SBC-JTWDNG,SBCSD5vsW,0
778,米樂士酒店,"Kub, Jaskolski and Dare",SBC-VrOr9U,SBCr3itkP,0
779,美利達工業,"Nolan, Rippin and Wintheiser",SBC-2kM4F4,SBCHJ6YFl,1
780,豪記股份有限公司,Konopelski-Purdy,SBC-lRwHEc,SBCCPaEVi,0
781,乾坤股份有限公司,"Osinski, Ondricka and Bruen",SBC-rj4kVM,SBC7LjHSt,0
782,松崗證券股份有限公司,"Swaniawski Inc",SBC-A8Zemx,SBCTAvXx4,0
783,滾石工業股份有限公司,"Kuhic, Raynor and Mosciski",SBC-1xEv35,SBC4VbjPJ,0
784,光譜文化,"Gislason, Hilll and Bernier",SBC-TX3ylZ,SBChgx2n8,0
785,訊連電子有限公司,Champlin-Marvin,SBC-zuzCtX,SBCZIIbSG,0
786,紅元素證券有限公司,"Hartmann, Larkin and White",SBC-wXuK5j,SBCE9mH14,0
787,巨室文化,Smith-Champlin,SBC-Mkkk1Z,SBCEoJeLd,0
788,友訊電腦,"Howe PLC",SBC-B02hH7,SBCELirdp,1
789,野火樂集股份有限公司,"Fritsch PLC",SBC-Dv941L,SBCfCOHWq,1
790,光譜科技股份有限公司,"Schroeder, Prosacco and Mertz",SBC-JZuYAQ,SBC8bMvyd,1
791,旺旺電子有限公司,Braun-Stoltenberg,SBC-Zov7gm,SBCtOQist,0
792,康師傅公司,"Berge, Haley and Durgan",SBC-pUFBQ5,SBCVLnEkd,0
793,擎天股份有限公司,"Green, Gerlach and Gutkowski",SBC-rs2IzF,SBCBLPWRb,1
794,豪客國際股份有限公司,"Wisoky Group",SBC-LV8Rmb,SBCslqq4o,0
795,金革科技,Christiansen-Weissnat,SBC-7ecXx3,SBCCDcNiv,0
796,洧誠公司,Wuckert-Bechtelar,SBC-TTcK2Y,SBChMzupw,0
797,華研股份有限公司,Konopelski-Ferry,SBC-ZwZWW9,SBCwJtsOd,0
798,芮河企業股份有限公司,"Bednar LLC",SBC-fzQEvk,SBCupc15W,0
799,茂為有限公司,Jenkins-Swaniawski,SBC-s4nUIH,SBCoiuELS,1
800,添翼創越電腦,Carroll-Schumm,SBC-mCDjqF,SBCxOLOZJ,0
801,乾坤股份有限公司,Runte-Terry,SBC-1ljjbb,SBCLZU8aZ,0
802,茂為機械,"Steuber, Sanford and Simonis",SBC-fJ8ms3,SBCAvTsGK,0
803,台達國際有限公司,"Harber, Hyatt and Conn",SBC-3hCnW4,SBCHO0M0v,1
804,老鷹電子公司,"Gutmann Group",SBC-HoGaVZ,SBC2TGvdf,0
805,華研娛樂,"Leffler LLC",SBC-uJLdTk,SBCG9Lcdm,0
806,紅心辣椒股份有限公司,"Bosco LLC",SBC-NXkMTu,SBCn7f8VL,0
807,彎的公司,Runolfsdottir-Tromp,SBC-IvZ3F4,SBCIXqemC,0
808,阿爾發科技,Durgan-Davis,SBC-CAS9JU,SBCMb4Di1,0
809,小白兔企業有限公司,"Bogisich and Sons",SBC-Zp9dnp,SBCR4dint,0
810,海蝶工業公司,"Rice Inc",SBC-fhleEL,SBCV5vVxV,1
811,凱基公司,Weber-McKenzie,SBC-yxK55z,SBCqr1Zr3,0
812,乾坤公司,"Monahan and Sons",SBC-7cPwCy,SBCa1WvnW,0
813,美利達有限公司,"Ullrich, Baumbach and Parisian",SBC-i5U9e1,SBCUVdosr,0
814,喜瑪拉雅音樂,Conn-Kautzer,SBC-KbWF3S,SBCy383uY,1
815,新亞洲股份有限公司,"Mills Ltd",SBC-HPvd4E,SBCE7iors,0
816,洧誠機械,"O'Connell Ltd",SBC-eSjtJZ,SBCOVEX59,0
817,太陽證券,"Wintheiser, Emard and Mueller",SBC-RifLhN,SBCLVjmXf,0
818,美利達股份有限公司,Turner-Russel,SBC-GJmyTH,SBCyYIIs9,1
819,巨室有限公司,"Dooley and Sons",SBC-uGkwcO,SBCUQWq3b,1
820,滾石有限公司,"Ritchie and Sons",SBC-Qks6f7,SBCOPV1mP,0
821,合勤有限公司,"Deckow, Leffler and Aufderhar",SBC-dT7zL1,SBCUywFPP,1
822,統一股份有限公司,"Weissnat, Armstrong and Gislason",SBC-b7WdZS,SBChfsG2g,0
823,華義汽車股份有限公司,"Carter Ltd",SBC-lJCios,SBCLkD2fW,0
824,茂為酒店公司,"Emard, Langworth and Windler",SBC-2wmgIi,SBC541rsf,0
825,老鷹股份有限公司,Reichel-Stracke,SBC-Gxv9iC,SBCEjUiMr,0
826,豪客百貨股份有限公司,White-Shields,SBC-8Ny3x6,SBCu8mS2l,0
827,芮河證券公司,Bergstrom-Stoltenberg,SBC-JoykQs,SBCeu1Rz8,0
828,未來數位公司,Lesch-Sauer,SBC-LJCUuJ,SBCrNyHew,0
829,智冠機械股份有限公司,"Abshire, Lebsack and Legros",SBC-L6McFQ,SBCuV9aME,0
830,趨勢股份有限公司,Koepp-Bergstrom,SBC-gkQkpN,SBCYpNzVM,0
831,旺旺文化,"Kunze Inc",SBC-4QpDh6,SBC5uBoxx,1
832,新亞洲數位,Sporer-Frami,SBC-19Ekqp,SBCX9MZ1f,1
833,米樂士百貨公司,Moen-Heidenreich,SBC-bURFg8,SBCGEvQtS,1
834,創見國際公司,Senger-Reichel,SBC-wsFgW7,SBC4ZLdP5,0
835,野火樂集唱片,"Senger Group",SBC-R9Y2OF,SBCwymHp5,0
836,紅元素百貨公司,Prosacco-Kerluke,SBC-pasMRK,SBCrYuXpz,0
837,風和日麗有限公司,Kertzmann-Carter,SBC-6OAmGn,SBC7R2mas,0
838,創見公司,"Rempel, Spencer and Doyle",SBC-RslSDO,SBCPCDQOL,0
839,昱泉公司,Connelly-Beatty,SBC-rYRlIs,SBC7V0uW6,0
840,康師傅證券公司,"Bins, Gusikowski and Pfannerstill",SBC-fX1NrM,SBCmflUYc,0
841,太陽動力電子股份有限公司,"Hayes Inc",SBC-yEJcWV,SBClmmeWz,0
842,光譜數位,"Runolfsdottir PLC",SBC-qpwBdf,SBCzHAUDk,0
843,美樂帝公司,"Cremin, Herzog and Hamill",SBC-ZVBu4x,SBC3qsGwV,0
844,聯強科技股份有限公司,"Hayes Ltd",SBC-3m1las,SBCMyqA3o,0
845,巨室電子,"Mayer, Beahan and Sauer",SBC-oETvVq,SBCHlbwu6,0
846,未來有限公司,"Willms, Flatley and Shields",SBC-mUN2Sn,SBCwdACsY,0
847,小白兔百貨股份有限公司,"Medhurst, Walter and Brown",SBC-aZ5SOi,SBC8vB99Q,0
848,前衛花園有限公司,"Romaguera LLC",SBC-4hqeQQ,SBCYLq88a,0
849,友訊機械,"Quigley, Beer and Osinski",SBC-pq0ZMD,SBCqO2nmN,0
850,海蝶電腦,Anderson-Huels,SBC-zjmPea,SBCVqlrgV,0
851,群石娛樂有限公司,Hane-Gorczany,SBC-mJMpj3,SBCuXl1V8,1
852,豐華科技公司,"Metz, Mayer and Bernier",SBC-ormslW,SBC09wviD,0
853,智冠酒店公司,"Schinner, Johns and Schowalter",SBC-n22NFa,SBCEE1Ky8,1
854,光譜有限公司,"Metz Ltd",SBC-5LMUfT,SBCtWeDII,0
855,群石數位股份有限公司,"Lesch, Rempel and Okuneva",SBC-XGXeaR,SBCq8bEV5,0
856,華研唱片,Goodwin-Schroeder,SBC-fAnXnP,SBCAhT0F4,0
857,乾坤有限公司,McDermott-Larkin,SBC-XIie7d,SBCFQM2N7,0
858,添翼創越科技,"Hudson, Kozey and Emard",SBC-gGBV3w,SBCC6HZiY,0
859,新亞洲汽車,Weissnat-Russel,SBC-cfjKDU,SBCtTx7tx,1
860,老鷹唱片股份有限公司,"Schulist Inc",SBC-Sq0raW,SBCaGedDF,0
861,芮河文化,"Stehr, Trantow and O'Hara",SBC-UglnJ6,SBCGdJqdW,1
862,聯強酒店,"Beatty and Sons",SBC-cHCJ4x,SBCbVojeH,0
863,多利安娛樂,"Cruickshank PLC",SBC-cvmNt9,SBCnG3toU,0
864,遊戲橘子數位,"Gulgowski, Purdy and Cormier",SBC-iS35ED,SBCX9Lh3N,0
865,統一文化,Schuppe-Moore,SBC-CSsFzZ,SBCSk1yLc,0
866,多利安數位,"Huel, Ziemann and Reinger",SBC-m2blsi,SBChRTJte,0
867,風和日麗公司,"Conroy, Gibson and Vandervort",SBC-wkmX4u,SBCs8rbUb,0
868,彎的酒店,"Hessel Ltd",SBC-I9m8p0,SBCFYqjbb,0
869,茂為公司,"Ratke, Bruen and Hermiston",SBC-Of0usP,SBCqsy2qq,1
870,聯強股份有限公司,"O'Kon and Sons",SBC-gLJc9B,SBCTWOPev,1
871,洧誠機械公司,"Franecki Group",SBC-7JJWH1,SBCrgLI0y,0
872,野火樂集集團股份有限公司,"Gutmann Inc",SBC-S5kv2q,SBCCtBNU4,0
873,聯強酒店公司,Corwin-Barton,SBC-f21tEA,SBCswmPwr,0
874,前衛花園汽車,"Grady, Nienow and Ziemann",SBC-WuVi7u,SBCEZQAgs,0
875,擎天科技有限公司,Schroeder-Corwin,SBC-05lA06,SBC5KWztZ,0
876,茂為證券,"Kub and Sons",SBC-UvJJVj,SBCyoJQOU,0
877,風雲音樂公司,"Lebsack, Ondricka and Greenfelder",SBC-ZCZXXD,SBCxmljIJ,1
878,貴族電腦有限公司,Spencer-Osinski,SBC-vtw5a6,SBCSlcbxD,0
879,紅心辣椒有限公司,"West, Beahan and Beier",SBC-uc294H,SBCZU1YT9,0
880,海蝶有限公司,Eichmann-Maggio,SBC-N6Zw3f,SBCkEtxcV,0
881,多利安數位,"Parisian, Bins and Kozey",SBC-IQLvFw,SBCGulfdS,0
882,彎的電腦,"Herzog PLC",SBC-Fxe1qH,SBCBBZgY2,0
883,王品公司,"Crona, Brekke and Borer",SBC-iYk9Gl,SBCpQnnc0,0
884,遊戲橘子工業,"Dickens and Sons",SBC-X4rybY,SBCljZ89N,0
885,創見娛樂,"Satterfield LLC",SBC-NYMWnS,SBCPFFH3v,1
886,豐華音樂,"Carter, Abernathy and McCullough",SBC-v0YOoI,SBCvPeCLA,0
887,松崗股份有限公司,"Mraz, Grant and Dibbert",SBC-h6e1jE,SBC9RsU35,0
888,海蝶酒店,"Macejkovic, Nitzsche and Crooks",SBC-mcDIwR,SBCpRHos5,0
889,添翼創越有限公司,"Marquardt Ltd",SBC-5xwGVg,SBCCrPRvc,0
890,凱基有限公司,Kunde-Murray,SBC-vcSJSB,SBCY5Tovt,0
891,豐華酒店股份有限公司,Hartmann-Mohr,SBC-pWb7yI,SBCrti2fv,0
892,多利安企業股份有限公司,"Ratke, Ward and Cassin",SBC-aruJ8S,SBCUghHCN,0
893,茂為科技,Jones-Hahn,SBC-oro3eu,SBCmf8o1D,0
894,茂為工業股份有限公司,"Parker Group",SBC-XSOqzZ,SBCJkqLmT,0
895,喬山汽車,"Bernhard PLC",SBC-VomuBZ,SBCan75Zk,0
896,典選有限公司,"Kuhn LLC",SBC-7Ac7Fw,SBCaO41oi,1
897,巨室汽車有限公司,Ebert-Lindgren,SBC-TKFsy3,SBCg2TKK6,1
898,弘煜音樂公司,Prohaska-Rowe,SBC-t9Y6Zg,SBCFPfU11,0
899,洧誠娛樂公司,Hegmann-Rice,SBC-u6fV9g,SBCnb1nXd,0
900,美妙數位,"Beer and Sons",SBC-Dbvxxo,SBCn5eROg,0
901,睛水文化,"Borer PLC",SBC-8c4N76,SBCAEFJPO,0
902,豪客證券,"Langosh and Sons",SBC-eZyCKm,SBCYks2tS,0
903,典選汽車,Parker-Lakin,SBC-W74Tat,SBCtZ1g3N,0
904,豐華娛樂股份有限公司,"Deckow, Lang and Ebert",SBC-lvAGJi,SBCr8YROD,0
905,芮河股份有限公司,"Harvey Ltd",SBC-qMQLom,SBCz4co1k,0
906,太陽動力國際,"Bode LLC",SBC-LLmnEk,SBC4ZvGvk,1
907,茂為汽車股份有限公司,"Schimmel, Roob and Becker",SBC-to1cWS,SBClRSwD4,0
908,華研國際股份有限公司,Jenkins-Lubowitz,SBC-DxFPAM,SBCZXmVKP,0
909,野火樂集股份有限公司,Gaylord-Haag,SBC-pdC91e,SBCjiqkjH,0
910,福茂音樂,Streich-Dach,SBC-I5DjOC,SBCFpxvA4,0
911,延伸音樂公司,"Walter Group",SBC-01K4FP,SBCRlnPk0,1
912,美樂帝工業有限公司,"Cremin Inc",SBC-YkUCI2,SBCeiU0C3,0
913,訊連文化有限公司,"Predovic PLC",SBC-5EIjjv,SBCkDcn7o,1
914,豪記百貨股份有限公司,Dietrich-Steuber,SBC-YiWnRm,SBC728S2h,0
915,銀魚股份有限公司,Mann-Wintheiser,SBC-ZDfNSH,SBCEISSHF,0
916,銀魚科技,"Jacobson, Heller and Connelly",SBC-fN2LUF,SBCKlZS4w,0
917,康師傅證券,"Brekke, D'Amore and Schneider",SBC-Nc7rpH,SBCLWutiB,0
918,華研汽車,Swaniawski-Lueilwitz,SBC-CnD6ml,SBCOMu5Di,0
919,前衛花園機械股份有限公司,"Oberbrunner, Krajcik and Weber",SBC-VfKCxQ,SBCiIRFXr,0
920,弘煜娛樂股份有限公司,"Borer Group",SBC-bEi2P3,SBCX7NW2b,0
921,海蝶有限公司,"Oberbrunner, Botsford and Daniel",SBC-uJWVu8,SBCKJ9Hmo,0
